player_full_name,player_team,opposition_team,margin,round,fantasy_points,fantasy_lag_1,fantasy_lag_2,fantasy_lag_3,fantasy_lag_4,fantasy_lag_5,fantasy_lag_6,fantasy_lag_7,fantasy_lag_8,fantasy_lag_9,fantasy_lag_10,home_game,last_3_avg,last_5_avg,last_7_avg,season_avg,dvp,percentage_over_avg
Bailey Williams,Western Bulldogs,Geelong Cats,-22,Round 12,86,75,100,108,70,93,95,39,71,74,67,1,94.33333333333333,89.2,82.85714285714286,77.63636363636364,1.67,52
Bailey Williams,Western Bulldogs,Port Adelaide,-22,Round 13,103,86,75,100,108,70,93,95,39,71,74,1,87,87.8,89.57142857142857,78.33333333333333,-2.07,48
Bailey Williams,Western Bulldogs,North Melbourne,21,Round 14,54,103,86,75,100,108,70,93,95,39,71,0,88,94.4,90.71428571428571,80.23076923076923,4.16,52.38
Bailey Williams,Western Bulldogs,Fremantle,29,Round 16,69,54,103,86,75,100,108,70,93,95,39,1,81,83.6,85.14285714285714,78.35714285714286,3.27,53.57
Bailey Williams,Western Bulldogs,Collingwood,-12,Round 17,47,69,54,103,86,75,100,108,70,93,95,1,75.33333333333333,77.4,85,77.73333333333333,-4.36,42.42
Bailey Williams,Western Bulldogs,Sydney Swans,-2,Round 18,87,47,69,54,103,86,75,100,108,70,93,0,56.666666666666664,71.8,76.28571428571429,75.8125,-13.97,26.92
Bailey Williams,Western Bulldogs,GWS Giants,-5,Round 20,56,87,47,69,54,103,86,75,100,108,70,1,67.66666666666667,72,74.42857142857143,76.47058823529412,-10.37,28.57
Bayley Fritsch,Melbourne,Carlton,17,Round 12,88,61,74,69,29,75,44,63,89,60,87,1,68,61.6,59.285714285714285,65.1,-0.1,41.38
Bayley Fritsch,Melbourne,Collingwood,4,Round 13,62,88,61,74,69,29,75,44,63,89,60,1,74.33333333333333,64.2,62.857142857142854,67.18181818181819,2.22,45.83
Bayley Fritsch,Melbourne,Geelong Cats,-15,Round 15,45,62,88,61,74,69,29,75,44,63,89,0,70.33333333333333,70.8,65.42857142857143,66.75,0.24,56.52
Beau McCreery,Collingwood,North Melbourne,35,Round 11,37,53,54,25,78,72,63,47,63,38,81,1,44,56.4,56,57.4,7.27,64.86
Beau McCreery,Collingwood,Melbourne,-4,Round 13,59,37,53,54,25,78,72,63,47,63,38,0,48,49.4,54.57142857142857,55.54545454545455,-4.11,41.67
Beau McCreery,Collingwood,Gold Coast Suns,78,Round 16,49,59,37,53,54,25,78,72,63,47,63,0,49.666666666666664,45.6,54,55.833333333333336,-0.97,46.88
Beau McCreery,Collingwood,Western Bulldogs,12,Round 17,54,49,59,37,53,54,25,78,72,63,47,0,48.333333333333336,50.4,50.714285714285715,55.30769230769231,0.74,42.86
Beau McCreery,Collingwood,Fremantle,46,Round 18,46,54,49,59,37,53,54,25,78,72,63,1,54,50.4,47.285714285714285,55.214285714285715,-0.3,41.38
Beau McCreery,Collingwood,Port Adelaide,2,Round 19,56,46,54,49,59,37,53,54,25,78,72,0,49.666666666666664,49,50.285714285714285,54.6,-0.26,48.39
Beau McCreery,Collingwood,Carlton,-17,Round 20,52,56,46,54,49,59,37,53,54,25,78,1,52,52.8,50.57142857142857,54.6875,-1.28,55.88
Ben Ainsworth,Gold Coast Suns,Carlton,-59,Round 14,89,48,60,46,60,94,49,94,70,70,67,0,51.333333333333336,61.6,64.42857142857143,65.8,-0.44,41.18
Ben Ainsworth,Gold Coast Suns,Hawthorn,67,Round 15,110,89,48,60,46,60,94,49,94,70,70,1,65.66666666666667,60.6,63.714285714285715,67.9090909090909,1.09,48.48
Ben Ainsworth,Gold Coast Suns,Collingwood,-78,Round 16,62,110,89,48,60,46,60,94,49,94,70,1,82.33333333333333,70.6,72.42857142857143,71.41666666666667,-6.86,48.28
Ben Ainsworth,Gold Coast Suns,Port Adelaide,-33,Round 17,63,62,110,89,48,60,46,60,94,49,94,0,87,73.8,67.85714285714286,70.6923076923077,1.52,50
Ben Ainsworth,Gold Coast Suns,St Kilda,26,Round 18,96,63,62,110,89,48,60,46,60,94,49,1,78.33333333333333,74.4,68.28571428571429,70.14285714285714,1.46,51.28
Ben Ainsworth,Gold Coast Suns,GWS Giants,-40,Round 19,49,96,63,62,110,89,48,60,46,60,94,0,73.66666666666667,84,75.42857142857143,71.86666666666666,-0.66,50
Ben Ainsworth,Gold Coast Suns,Brisbane Lions,41,Round 20,98,49,96,63,62,110,89,48,60,46,60,1,69.33333333333333,76,73.85714285714286,70.4375,-1.41,50
Ben Hobbs,Essendon,Geelong Cats,-77,Round 18,63,70,73,105,91,86,97,92,85,61,83,0,82.66666666666667,85,87.71428571428571,84.3,-4.08,48.48
Ben Hobbs,Essendon,Western Bulldogs,-41,Round 19,43,63,70,73,105,91,86,97,92,85,61,1,68.66666666666667,80.4,83.57142857142857,82.36363636363636,-0.34,53.85
Ben Hobbs,Essendon,Sydney Swans,-2,Round 20,73,43,63,70,73,105,91,86,97,92,85,1,58.666666666666664,70.8,75.85714285714286,79.08333333333333,-5.56,30.3
Ben Keays,Adelaide Crows,Brisbane Lions,17,Round 11,109,53,71,52,44,35,83,81,74,70,95,1,58.666666666666664,51,59.857142857142854,65.8,1.35,51.52
Ben Keays,Adelaide Crows,Gold Coast Suns,-25,Round 12,123,109,53,71,52,44,35,83,81,74,70,0,77.66666666666667,65.8,63.857142857142854,69.72727272727273,2.05,55.56
Ben Keays,Adelaide Crows,West Coast Eagles,122,Round 13,99,123,109,53,71,52,44,35,83,81,74,1,95,81.6,69.57142857142857,74.16666666666667,3.99,58.82
Ben Keays,Adelaide Crows,Collingwood,-2,Round 15,90,99,123,109,53,71,52,44,35,83,81,0,110.33333333333333,91,78.71428571428571,76.07692307692308,-4.61,28.12
Ben Keays,Adelaide Crows,North Melbourne,66,Round 16,132,90,99,123,109,53,71,52,44,35,83,1,104,94.8,85.28571428571429,77.07142857142857,3.77,60.71
Ben Keays,Adelaide Crows,Essendon,-18,Round 17,91,132,90,99,123,109,53,71,52,44,35,0,107,110.6,96.71428571428571,80.73333333333333,2.24,50
Ben Keays,Adelaide Crows,GWS Giants,-14,Round 18,70,91,132,90,99,123,109,53,71,52,44,1,104.33333333333333,107,99.57142857142857,81.375,1.25,56.76
Ben Keays,Adelaide Crows,Melbourne,-4,Round 19,82,70,91,132,90,99,123,109,53,71,52,0,97.66666666666667,96.4,102,80.70588235294117,-2.19,45.95
Ben Keays,Adelaide Crows,Port Adelaide,47,Round 20,62,82,70,91,132,90,99,123,109,53,71,1,81,93,98.14285714285714,80.77777777777777,-9.78,32.43
Ben King,Gold Coast Suns,Western Bulldogs,7,Round 11,41,60,87,31,74,78,27,18,48,43,20,1,59.333333333333336,66,53.57142857142857,48.6,-1.49,47.06
Ben King,Gold Coast Suns,Adelaide Crows,25,Round 12,72,41,60,87,31,74,78,27,18,48,43,1,62.666666666666664,58.6,56.857142857142854,47.90909090909091,-9.44,33.33
Ben King,Gold Coast Suns,Carlton,-59,Round 14,44,72,41,60,87,31,74,78,27,18,48,0,57.666666666666664,58.2,63.285714285714285,49.916666666666664,-0.05,42.86
Ben King,Gold Coast Suns,Hawthorn,67,Round 15,59,44,72,41,60,87,31,74,78,27,18,1,52.333333333333336,60.8,58.42857142857143,49.46153846153846,10.68,74.07
Ben King,Gold Coast Suns,Collingwood,-78,Round 16,27,59,44,72,41,60,87,31,74,78,27,1,58.333333333333336,55.2,56.285714285714285,50.142857142857146,2.58,55
Ben King,Gold Coast Suns,Port Adelaide,-33,Round 17,3,27,59,44,72,41,60,87,31,74,78,0,43.333333333333336,48.6,55.714285714285715,48.6,-3.05,44.44
Ben King,Gold Coast Suns,St Kilda,26,Round 18,43,3,27,59,44,72,41,60,87,31,74,1,29.666666666666668,41,43.714285714285715,45.75,-4.07,53.85
Ben King,Gold Coast Suns,GWS Giants,-40,Round 19,15,43,3,27,59,44,72,41,60,87,31,0,24.333333333333332,35.2,41.285714285714285,45.588235294117645,-0.66,50
Ben King,Gold Coast Suns,Brisbane Lions,41,Round 20,68,15,43,3,27,59,44,72,41,60,87,1,20.333333333333332,29.4,37.57142857142857,43.888888888888886,-8.28,30.77
Ben Long,Gold Coast Suns,Carlton,-59,Round 14,46,48,56,50,43,46,43,30,58,47,40,0,51.333333333333336,48.6,45.142857142857146,46.1,1.3,48.39
Ben Long,Gold Coast Suns,Hawthorn,67,Round 15,49,46,48,56,50,43,46,43,30,58,47,1,50,48.6,47.42857142857143,46.09090909090909,1.8,48.72
Ben Long,Gold Coast Suns,Collingwood,-78,Round 16,18,49,46,48,56,50,43,46,43,30,58,1,47.666666666666664,49.8,48.285714285714285,46.333333333333336,-2.15,38.24
Ben Long,Gold Coast Suns,St Kilda,26,Round 18,60,18,49,46,48,56,50,43,46,43,30,1,37.666666666666664,43.4,44.285714285714285,44.15384615384615,12.06,67.65
Ben Long,Gold Coast Suns,GWS Giants,-40,Round 19,23,60,18,49,46,48,56,50,43,46,43,0,42.333333333333336,44.2,46.714285714285715,45.285714285714285,-5.1,45.16
Ben McKay,North Melbourne,Adelaide Crows,-66,Round 16,68,76,53,75,19,48,42,77,55,31,33,0,68,54.2,55.714285714285715,50.9,-2.44,38.1
Ben McKay,North Melbourne,Geelong Cats,-62,Round 17,69,68,76,53,75,19,48,42,77,55,31,0,65.66666666666667,58.2,54.42857142857143,52.45454545454545,-5.14,43.75
Ben McKay,North Melbourne,Hawthorn,-48,Round 18,48,69,68,76,53,75,19,48,42,77,55,1,71,68.2,58.285714285714285,53.833333333333336,-0.65,45.45
Ben McKay,North Melbourne,St Kilda,-8,Round 19,75,48,69,68,76,53,75,19,48,42,77,0,61.666666666666664,62.8,58.285714285714285,53.38461538461539,10.28,62.5
Ben McKay,North Melbourne,West Coast Eagles,-5,Round 20,55,75,48,69,68,76,53,75,19,48,42,0,64,67.2,66.28571428571429,54.92857142857143,-7.72,34.38
Ben Miller,Richmond,West Coast Eagles,38,Round 18,44,58,20,78,15,43,87,26,34,69,45,0,52,42.8,46.714285714285715,47.5,5.27,46.88
Ben Miller,Richmond,Hawthorn,1,Round 19,33,44,58,20,78,15,43,87,26,34,69,1,40.666666666666664,43,49.285714285714285,47.18181818181818,14.57,72
Billy Frampton,Collingwood,Western Bulldogs,12,Round 17,24,73,52,27,86,63,79,70,36,57,49,0,50.666666666666664,60.2,64.28571428571429,59.2,7.56,72
Billy Frampton,Collingwood,Fremantle,46,Round 18,18,24,73,52,27,86,63,79,70,36,57,1,49.666666666666664,52.4,57.714285714285715,56,-8.62,28.57
Blake Acres,Carlton,Melbourne,-17,Round 12,80,75,74,57,103,129,126,89,73,107,61,0,68.66666666666667,87.6,93.28571428571429,89.4,0.16,47.83
Blake Acres,Carlton,Essendon,-34,Round 13,76,80,75,74,57,103,129,126,89,73,107,1,76.33333333333333,77.8,92,88.54545454545455,5.2,60.71
Blake Acres,Carlton,Gold Coast Suns,59,Round 14,82,76,80,75,74,57,103,129,126,89,73,1,77,72.4,84.85714285714286,87.5,2.31,63.64
Blake Acres,Carlton,Hawthorn,60,Round 16,113,82,76,80,75,74,57,103,129,126,89,0,79.33333333333333,77.4,78.14285714285714,87.07692307692308,3.9,60.71
Blake Acres,Carlton,Fremantle,53,Round 17,77,113,82,76,80,75,74,57,103,129,126,0,90.33333333333333,85.2,79.57142857142857,88.92857142857143,0.48,50
Blake Acres,Carlton,Port Adelaide,50,Round 18,89,77,113,82,76,80,75,74,57,103,129,1,90.66666666666667,85.6,82.42857142857143,88.13333333333334,-1.72,40.91
Blake Acres,Carlton,West Coast Eagles,71,Round 19,78,89,77,113,82,76,80,75,74,57,103,1,93,87.4,84.57142857142857,88.1875,-8,30
Blake Acres,Carlton,Collingwood,17,Round 20,73,78,89,77,113,82,76,80,75,74,57,0,81.33333333333333,87.8,85,87.58823529411765,-0.69,52
Blake Hardwick,Hawthorn,St Kilda,10,Round 11,74,63,86,86,112,74,64,38,115,44,102,0,78.33333333333333,84.2,74.71428571428571,78.4,14.26,77.42
Blake Hardwick,Hawthorn,Port Adelaide,-55,Round 12,88,74,63,86,86,112,74,64,38,115,44,0,74.33333333333333,84.2,79.85714285714286,78,0.07,50
Blake Hardwick,Hawthorn,Brisbane Lions,25,Round 13,91,88,74,63,86,86,112,74,64,38,115,1,75,79.4,83.28571428571429,78.83333333333333,1.15,52.94
Blake Hardwick,Hawthorn,Gold Coast Suns,-67,Round 15,117,91,88,74,63,86,86,112,74,64,38,0,84.33333333333333,80.4,85.71428571428571,79.76923076923077,-3.56,38.89
Blake Hardwick,Hawthorn,Carlton,-60,Round 16,54,117,91,88,74,63,86,86,112,74,64,1,98.66666666666667,86.6,86.42857142857143,82.42857142857143,-0.7,44.44
Blake Hardwick,Hawthorn,GWS Giants,-13,Round 17,92,54,117,91,88,74,63,86,86,112,74,0,87.33333333333333,84.8,81.85714285714286,80.53333333333333,-3.24,51.61
Blake Hardwick,Hawthorn,North Melbourne,48,Round 18,77,92,54,117,91,88,74,63,86,86,112,0,87.66666666666667,88.4,82.71428571428571,81.25,10.52,64.86
Blake Hardwick,Hawthorn,Richmond,-1,Round 19,48,77,92,54,117,91,88,74,63,86,86,0,74.33333333333333,86.2,84.71428571428571,81,1.85,41.94
Blake Hardwick,Hawthorn,St Kilda,-29,Round 20,80,48,77,92,54,117,91,88,74,63,86,1,72.33333333333333,77.6,81,79.16666666666667,8.07,68.75
Bobby Hill,Collingwood,West Coast Eagles,63,Round 12,65,73,33,75,31,29,65,69,42,40,81,0,60.333333333333336,48.2,53.57142857142857,53.8,7.16,58.33
Bobby Hill,Collingwood,Melbourne,-4,Round 13,40,65,73,33,75,31,29,65,69,42,40,0,57,55.4,53,54.81818181818182,-4.11,41.67
Bobby Hill,Collingwood,Adelaide Crows,2,Round 15,39,40,65,73,33,75,31,29,65,69,42,1,59.333333333333336,57.2,49.42857142857143,53.583333333333336,-6.59,29.03
Bobby Hill,Collingwood,Gold Coast Suns,78,Round 16,60,39,40,65,73,33,75,31,29,65,69,0,48,50,50.857142857142854,52.46153846153846,-0.97,46.88
Bobby Hill,Collingwood,Western Bulldogs,12,Round 17,55,60,39,40,65,73,33,75,31,29,65,0,46.333333333333336,55.4,55,53,0.74,42.86
Bobby Hill,Collingwood,Fremantle,46,Round 18,15,55,60,39,40,65,73,33,75,31,29,1,51.333333333333336,51.8,52.142857142857146,53.13333333333333,-0.3,41.38
Bobby Hill,Collingwood,Port Adelaide,2,Round 19,40,15,55,60,39,40,65,73,33,75,31,0,43.333333333333336,41.8,49.57142857142857,50.75,-0.26,48.39
Brad Close,Geelong Cats,Western Bulldogs,22,Round 12,67,51,30,37,70,74,78,70,41,32,50,0,39.333333333333336,52.4,58.57142857142857,53.3,-2.32,37.14
Brad Close,Geelong Cats,Port Adelaide,-38,Round 14,49,67,51,30,37,70,74,78,70,41,32,0,49.333333333333336,51,58.142857142857146,54.54545454545455,3.01,48.15
Brad Close,Geelong Cats,Melbourne,15,Round 15,82,49,67,51,30,37,70,74,78,70,41,1,55.666666666666664,46.8,54,54.083333333333336,-6.25,48.39
Brad Close,Geelong Cats,Sydney Swans,0,Round 16,48,82,49,67,51,30,37,70,74,78,70,0,66,55.8,55.142857142857146,56.23076923076923,-0.68,44.12
Brad Close,Geelong Cats,North Melbourne,62,Round 17,91,48,82,49,67,51,30,37,70,74,78,1,59.666666666666664,59.4,52,55.642857142857146,10.99,71.43
Brad Close,Geelong Cats,Essendon,77,Round 18,76,91,48,82,49,67,51,30,37,70,74,1,73.66666666666667,67.4,59.714285714285715,58,-1.08,54.84
Brad Close,Geelong Cats,Brisbane Lions,-11,Round 19,61,76,91,48,82,49,67,51,30,37,70,0,71.66666666666667,69.2,66.28571428571429,59.125,-2.65,48.39
Brad Close,Geelong Cats,Fremantle,-7,Round 20,71,61,76,91,48,82,49,67,51,30,37,1,76,71.6,67.71428571428571,59.23529411764706,-0.5,42.86
Brad Crouch,St Kilda,Hawthorn,-10,Round 11,114,79,96,83,77,75,118,125,122,111,90,1,86,82,93.28571428571429,97.6,4.96,52.78
Brad Crouch,St Kilda,Sydney Swans,14,Round 13,123,114,79,96,83,77,75,118,125,122,111,0,96.33333333333333,89.8,91.71428571428571,99.0909090909091,-7.15,31.25
Brad Crouch,St Kilda,Richmond,-20,Round 14,109,123,114,79,96,83,77,75,118,125,122,0,105.33333333333333,99,92.42857142857143,101.08333333333333,2.93,51.43
Brad Crouch,St Kilda,Brisbane Lions,-28,Round 15,116,109,123,114,79,96,83,77,75,118,125,1,115.33333333333333,104.2,97.28571428571429,101.6923076923077,1.4,54.05
Brad Crouch,St Kilda,West Coast Eagles,8,Round 16,137,116,109,123,114,79,96,83,77,75,118,0,116,108.2,102.85714285714286,102.71428571428571,11.03,57.14
Brad Crouch,St Kilda,Melbourne,-21,Round 17,96,137,116,109,123,114,79,96,83,77,75,1,120.66666666666667,119.8,110.57142857142857,105,-2.05,52.5
Brad Crouch,St Kilda,Gold Coast Suns,-26,Round 18,89,96,137,116,109,123,114,79,96,83,77,0,116.33333333333333,116.2,110.57142857142857,104.4375,-1.43,48.48
Brad Crouch,St Kilda,North Melbourne,8,Round 19,97,89,96,137,116,109,123,114,79,96,83,1,107.33333333333333,109.4,112,103.52941176470588,4.26,56.67
Brad Crouch,St Kilda,Hawthorn,29,Round 20,133,97,89,96,137,116,109,123,114,79,96,0,94,107,109.57142857142857,103.16666666666667,5.76,51.35
Bradley Hill,St Kilda,Hawthorn,-10,Round 11,78,74,52,89,76,61,64,96,73,99,82,1,71.66666666666667,70.4,73.14285714285714,76.6,2.05,57.58
Bradley Hill,St Kilda,Sydney Swans,14,Round 13,65,78,74,52,89,76,61,64,96,73,99,0,68,73.8,70.57142857142857,76.72727272727273,-10.19,33.33
Bradley Hill,St Kilda,Richmond,-20,Round 14,98,65,78,74,52,89,76,61,64,96,73,0,72.33333333333333,71.6,70.71428571428571,75.75,3.16,48.15
Bradley Hill,St Kilda,Brisbane Lions,-28,Round 15,94,98,65,78,74,52,89,76,61,64,96,1,80.33333333333333,73.4,76,77.46153846153847,2.11,55.56
Bradley Hill,St Kilda,West Coast Eagles,8,Round 16,47,94,98,65,78,74,52,89,76,61,64,0,85.66666666666667,81.8,78.57142857142857,78.64285714285714,-6.95,35
Bradley Hill,St Kilda,Gold Coast Suns,-26,Round 18,80,47,94,98,65,78,74,52,89,76,61,0,79.66666666666667,76.4,72.57142857142857,76.53333333333333,3.02,57.69
Brady Hough,West Coast Eagles,Richmond,-38,Round 18,71,111,46,52,60,71,67,44,50,41,19,1,69.66666666666667,68,64.42857142857143,56.1,4.18,51.43
Brady Hough,West Coast Eagles,Carlton,-71,Round 19,76,71,111,46,52,60,71,67,44,50,41,0,76,68,68.28571428571429,57.45454545454545,5.37,48.39
Brady Hough,West Coast Eagles,North Melbourne,5,Round 20,56,76,71,111,46,52,60,71,67,44,50,1,86,71.2,69.57142857142857,59,7.67,62.86
Braeden Campbell,Sydney Swans,Carlton,26,Round 11,50,44,65,48,58,64,91,66,66,76,58,1,52.333333333333336,55.8,62.285714285714285,63.6,-0.77,46.67
Braeden Campbell,Sydney Swans,St Kilda,-14,Round 13,94,50,44,65,48,58,64,91,66,66,76,1,53,53,60,62.36363636363637,12.56,72.22
Braeden Campbell,Sydney Swans,Brisbane Lions,-16,Round 14,60,94,50,44,65,48,58,64,91,66,66,0,62.666666666666664,60.2,60.42857142857143,65,2.55,59.26
Braeden Campbell,Sydney Swans,West Coast Eagles,171,Round 15,72,60,94,50,44,65,48,58,64,91,66,1,68,62.6,59.857142857142854,64.61538461538461,-6.19,39.13
Braeden Campbell,Sydney Swans,Geelong Cats,0,Round 16,85,72,60,94,50,44,65,48,58,64,91,1,75.33333333333333,64,61.857142857142854,65.14285714285714,-0,56
Braeden Campbell,Sydney Swans,Richmond,-13,Round 17,66,85,72,60,94,50,44,65,48,58,64,0,72.33333333333333,72.2,67.14285714285714,66.46666666666667,3.75,53.85
Braeden Campbell,Sydney Swans,Western Bulldogs,2,Round 18,45,66,85,72,60,94,50,44,65,48,58,1,74.33333333333333,75.4,67.28571428571429,66.4375,4.19,54.17
Braeden Campbell,Sydney Swans,Fremantle,29,Round 19,95,45,66,85,72,60,94,50,44,65,48,0,65.33333333333333,65.6,67.42857142857143,65.17647058823529,2,51.61
Braeden Campbell,Sydney Swans,Essendon,2,Round 20,110,95,45,66,85,72,60,94,50,44,65,0,68.66666666666667,72.6,73.85714285714286,66.83333333333333,3.5,56.25
Brandon Ellis,Gold Coast Suns,GWS Giants,-40,Round 19,62,87,60,78,85,55,48,54,97,83,64,0,75,73,66.71428571428571,71.1,1.7,56.25
Brandon Ellis,Gold Coast Suns,Brisbane Lions,41,Round 20,94,62,87,60,78,85,55,48,54,97,83,1,69.66666666666667,74.4,67.85714285714286,70.27272727272727,-1.41,50
Brandon Starcevich,Brisbane Lions,Adelaide Crows,-17,Round 11,50,57,46,56,47,34,46,47,81,48,15,0,53,48,47.57142857142857,47.7,-0.91,54.17
Brandon Starcevich,Brisbane Lions,Hawthorn,-25,Round 13,50,50,57,46,56,47,34,46,47,81,48,0,51,51.2,48,47.90909090909091,7.12,77.78
Brandon Starcevich,Brisbane Lions,Sydney Swans,16,Round 14,20,50,50,57,46,56,47,34,46,47,81,1,52.333333333333336,51.8,48.57142857142857,48.083333333333336,-10.39,28
Brandon Starcevich,Brisbane Lions,St Kilda,28,Round 15,50,20,50,50,57,46,56,47,34,46,47,0,40,44.6,46.57142857142857,45.92307692307692,12.49,78.57
Brandon Starcevich,Brisbane Lions,Richmond,81,Round 16,64,50,20,50,50,57,46,56,47,34,46,1,40,45.4,47,46.214285714285715,4.02,50
Brandon Starcevich,Brisbane Lions,West Coast Eagles,81,Round 17,49,64,50,20,50,50,57,46,56,47,34,1,44.666666666666664,46.8,48.142857142857146,47.4,-7.22,33.33
Brandon Starcevich,Brisbane Lions,Melbourne,-1,Round 18,67,49,64,50,20,50,50,57,46,56,47,0,54.333333333333336,46.6,48.57142857142857,47.5,0.82,40
